HitApp Name,HitApp ID,JG Name,JG ID,Alias,Judge ID,Judgment Total,Judging Hours,Judgments / Hour,RTA Total,RTA Accuracy,RTA OffBy Accuracy,RTA Correct,Spam Total,Spam Accuracy,Spam OffBy Accuracy,Spam Correct,Review Total,Review Accuracy,Review Correct,Pairwise Agreement,# Overlap Pairs,Vendor ID,Total Earnings,Work Date
pt-BR_PerceivedDuplicates,14537,pt-BR_Duplicates,1398,JuGranitoDeAndrade,598032,133,1.087745278,122.2712732,9,1,,9,0,0,,0,0,,0,0.914893617,47,1,0,2020-11-01T00:00
pt-BR_PerceivedDuplicates,14537,pt-BR_Duplicates,1398,KaCasara,598040,647,7.647724722,84.60032539,4,1,,4,0,0,,0,0,,0,0.971830986,142,1,0,2020-11-01T00:00
pt-BR_PerceivedDuplicates,14537,pt-BR_Duplicates,1398,LaFreitas,598069,629,7.565954722,83.13557549,4,1,,4,0,0,,0,0,,0,1,30,1,0,2020-11-01T00:00
en-US_Entity Set and Truth Generation,14868,en-US_Entity Set and Truth Generation,2746,justinebarkley1,13,22,1.062721389,20.70156885,3,1,,3,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
en-US_Entity Set and Truth Generation,14868,en-US_Entity Set and Truth Generation,2746,mraburn,277208,101,5.030410833,20.07788297,13,0.846,,11,0,0,,0,0,,0,1,7,1,0,2020-11-01T00:00
en-US_Entity Set and Truth Generation,14868,en-US_Entity Set and Truth Generation,2746,denisignatyev,441450,176,11.40382778,15.43341441,12,0.667,,8,0,0,,0,0,,0,1,3,1,0,2020-11-01T00:00
en-US Ad Landing Page Requalification,14915,en-US ALP5 Requalification ABH,2113,r.s.pennington,43225,50,2.192739167,22.80252971,50,0.7,0.4,35,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Requalification,14916,en-US AdCopy Requalification ABH,7680,shawnadelman5,75399,50,0.40897,122.2583564,50,0.8,0.2,40,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,ktjhin,472138,50,2.3264125,21.49231918,50,0.8,0.24,40,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,JoEstes,529713,50,1.783340278,28.037274,50,0.72,0.28,36,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,AlCruz3,569605,37,0.620478056,59.63144009,37,0.865,0.135135135,32,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,JenMurphy,583678,7,0.033658611,207.970554,7,0.571,0.571428571,4,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,JacHoward,583873,1,0.00588,170.0680272,1,0,1,0,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,JeHains,653956,50,0.572713056,87.3037545,50,0.48,0.62,24,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,KaMattocks,656438,50,0.426327778,117.2806526,50,0.52,0.54,26,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank One,14931,en-US BHG AdCopy Qualification Qbank1,925,KaStack,656440,50,0.705774167,70.84419119,50,0.6,0.52,30,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
en-US Ad Copy Qualification Question Bank Two,14932,en-US BHG AdCopy Qualification Qbank2,926,AmLopez2,591581,50,0.6912225,72.33560829,50,0.46,0.68,23,0,0,0,0,0,,0,,,1,0,2020-11-01T00:00
GHC - EN-US - Single HitApp,14941,en-US_Local External DSAT_GHC,10323,joepaustian,385374,29,2.138529722,13.5607187,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
GHC - JA-JP - Single HitApp,14979,ja-JP_Local External DSAT_GHC,10329,tmaeda,15404,4,0.409345833,9.771688568,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
GHC - ZH-CN - Single HitApp,14982,zh-CN_Local External DSAT_GHC,10332,yjiang,568,7,0.6616475,10.57965155,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,jsbelieves,98381,41,0.220709444,185.7645925,0,0,,0,1,1,,1,0,,0,0.334090909,440,1,2.05,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,gjknops,196005,289,1.116375833,258.8733931,0,0,,0,25,0.96,,24,0,,0,0.34331652,3172,1,14.45,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,Anita.Titelman1,518025,52,0.768310556,67.68096523,0,0,,0,27,0.778,,21,0,,0,0.402857143,350,1,2.6,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,Jeannette.Murray1,518050,8,0.060841111,131.4900378,0,0,,0,7,1,,7,0,,0,0.272727273,11,1,0.4,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,SJean,528016,47,0.691315,67.98637379,0,0,,0,15,0.867,,13,0,,0,0.340909091,352,1,2.35,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,IGarciaEchemendia,530085,2,0.030718333,65.10769899,0,0,,0,2,1,,2,0,,0,,,1,0.1,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,MilFlores,536318,5,0.032440278,154.1293831,0,0,,0,5,1,,5,0,,0,,,1,0.25,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,JGoldizen,543486,2,0.020971111,95.36929109,0,0,,0,0,0,,0,0,,0,0.214285714,28,1,0.1,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,SiTabtimchai1,551206,11,0.062243889,176.7241764,0,0,,0,11,0.818,,9,0,,0,,,1,0.55,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,SuSilpi1,551208,11,0.060523889,181.7464179,0,0,,0,11,0.909,,10,0,,0,,,1,0.55,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,TaMuhammad,557400,14,0.163833333,85.45269583,0,0,,0,6,1,,6,0,,0,0.459459459,74,1,0.7,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,KeBarnes,558326,7,0.043230556,161.9225085,0,0,,0,7,0.857,,6,0,,0,,,1,0.35,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,DaHoskins1,562432,67,0.318391667,210.4326432,0,0,,0,4,1,,4,0,,0,0.351282051,780,1,3.35,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,WeSink,569414,16,0.0715375,223.6589201,0,0,,0,16,0.688,,11,0,,0,,,1,0.8,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,ShPew,575704,15,0.550804444,27.23289572,0,0,,0,9,1,,9,0,,0,0.272727273,66,1,0.75,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,PrKinnebrew,582626,61,1.494076667,40.82789147,0,0,,0,0,0,,0,0,,0,0.353103448,725,1,3.05,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,LorGoldstein,585111,18,0.138928333,129.5632041,0,0,,0,10,0.9,,9,0,,0,0.465909091,88,1,0.9,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,SaLawrence,591805,32,0.225255,142.0612195,0,0,,0,10,0.9,,9,0,,0,0.365,200,1,1.6,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,SaTeal1,604805,16,0.157126111,101.8290333,0,0,,0,12,0.833,,10,0,,0,0.159090909,44,1,0.8,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,AlCohen,623123,77,0.792319167,97.18305859,0,0,,0,19,0.895,,17,0,,0,0.344615385,650,1,3.85,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,CaColeman,629997,48,1.45599,32.96725939,0,0,,0,3,0.667,,2,0,,0,0.384928717,491,1,2.4,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,CrElsberry,629999,23,0.210579167,109.2225806,0,0,,0,20,0.7,,14,0,,0,0.484848485,33,1,1.15,2020-11-01T00:00
Voice Comparison Test - English (United States) - 5,15158,Crowdsourcing Judge Group ABH en-US,606,JeWatson,630231,11,0.059504167,184.8610041,0,0,,0,4,1,,4,0,,0,0.446428571,56,1,0.55,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-nlNL,44938,Multimedia Video NL-NL,24539,StTuinstra,608454,189,4.979681667,37.95423335,0,0,,0,0,0,,0,0,,0,0.421052632,19,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-ruRU,44940,Multimedia Video RU-RU,24540,VlSalata,603698,190,2.682188889,70.83766575,0,0,,0,0,0,,0,0,,0,0.333333333,21,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-ruRU,44940,Multimedia Video RU-RU,24540,DmVelikanov,605141,191,2.677741944,71.32875533,0,0,,0,0,0,,0,0,,0,0.263157895,19,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-ruRU,44940,Multimedia Video RU-RU,24540,NaFomkina,608518,6,0.3574675,16.78474267,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-ruRU,44940,Multimedia Video RU-RU,24540,SePopov,608616,58,1.088819722,53.26868977,0,0,,0,0,0,,0,0,,0,0.4,10,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-svSE,44941,Multimedia Video SV-SE,24541,KarFrans,606073,10,0.259287778,38.56718618,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-koKR,44942,Multimedia Video KO-KR,24542,berrypie,252537,9,0.197716944,45.5196191,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-koKR,44942,Multimedia Video KO-KR,24542,YeKo,602220,4,0.05255,76.11798287,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-trTR,44943,Multimedia Video TR-TR,24544,AriSil,606098,51,2.097970833,24.30920354,0,0,,0,0,0,,0,0,,0,0.6,20,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-trTR,44943,Multimedia Video TR-TR,24544,AyYildiz,607586,307,4.091163889,75.03977067,0,0,,0,0,0,,0,0,,0,0.619047619,21,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-trTR,44943,Multimedia Video TR-TR,24544,BaBilgin,607601,48,0.960693611,49.9639005,0,0,,0,0,0,,0,0,,0,0.8,5,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-trTR,44943,Multimedia Video TR-TR,24544,BeSahin Bilgin,609117,75,1.456331944,51.49924802,0,0,,0,0,0,,0,0,,0,0.7,10,1,0,2020-11-01T00:00
MMxPlateVideoSuperfreshV2-idID,44949,Multimedia Video ID-ID,24550,AgBayu,603785,19,1.176511111,16.14944374,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-nlNL,44959,Multimedia Video NL-NL,24539,AnTung,607214,210,1.398126111,150.2010429,0,0,,0,0,0,,0,0,,0,0.333333333,9,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-nlNL,44959,Multimedia Video NL-NL,24539,UlHaringa,608464,200,1.325557778,150.8798812,0,0,,0,0,0,,0,0,,0,0.333333333,9,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-ruRU,44961,Multimedia Video RU-RU,24540,VlSalata,603698,10,0.050108333,199.5676035,0,0,,0,0,0,,0,0,,0,1,2,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-ruRU,44961,Multimedia Video RU-RU,24540,DmVelikanov,605141,280,1.296783333,215.9188762,0,0,,0,0,0,,0,0,,0,0.777777778,18,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-ruRU,44961,Multimedia Video RU-RU,24540,YuVolodarskii,607331,20,0.464090556,43.09503773,0,0,,0,0,0,,0,0,,0,1,3,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-ruRU,44961,Multimedia Video RU-RU,24540,MaKuznecova,608498,200,3.45366,57.90957998,0,0,,0,0,0,,0,0,,0,1,4,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-ruRU,44961,Multimedia Video RU-RU,24540,NaFomkina,608518,380,4.522328889,84.02750205,0,0,,0,0,0,,0,0,,0,0.897435897,39,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-ruRU,44961,Multimedia Video RU-RU,24540,NiBubnov,608528,240,3.460754444,69.34904046,0,0,,0,0,0,,0,0,,0,0.923076923,26,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-svSE,44962,Multimedia Video SV-SE,24541,MoLundin,603716,90,0.5148,174.8251748,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-svSE,44962,Multimedia Video SV-SE,24541,KarFrans,606073,70,0.931291667,75.16442217,0,0,,0,0,0,,0,0,,0,0.333333333,3,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-svSE,44962,Multimedia Video SV-SE,24541,JoMagnusson,607388,430,3.697377778,116.2986381,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-svSE,44962,Multimedia Video SV-SE,24541,DiKarlsson,613780,190,1.477846667,128.5654353,0,0,,0,0,0,,0,0,,0,1,4,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-svSE,44962,Multimedia Video SV-SE,24541,JuKaletka,613789,290,2.291218333,126.5702163,0,0,,0,0,0,,0,0,,0,0.666666667,9,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-svSE,44962,Multimedia Video SV-SE,24541,NiWagner,613800,360,3.189489444,112.8707294,0,0,,0,0,0,,0,0,,0,1,8,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-koKR,44963,Multimedia Video KO-KR,24542,Jinhui.Ham1,523025,10,0.009025,1108.033241,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-koKR,44963,Multimedia Video KO-KR,24542,YeSon,602228,20,0.122668333,163.041263,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-trTR,44964,Multimedia Video TR-TR,24544,UgAsa,607580,120,0.933213889,128.5878848,0,0,,0,0,0,,0,0,,0,0.849056604,53,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-trTR,44964,Multimedia Video TR-TR,24544,BaBilgin,607601,710,4.807508889,147.6856344,0,0,,0,0,0,,0,0,,0,0.948275862,58,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-trTR,44964,Multimedia Video TR-TR,24544,BeSahin Bilgin,609117,630,3.938632778,159.9539829,0,0,,0,0,0,,0,0,,0,0.878787879,66,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-trTR,44964,Multimedia Video TR-TR,24544,BeEkmen,614102,200,1.169055556,171.0782683,0,0,,0,0,0,,0,0,,0,0.933333333,15,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-elGR,44965,Multimedia Video EL-GR,24548,IoTsigaridas,619165,"1,070",5.354812222,199.8202655,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-enID,44969,Multimedia Video ID-ID,24550,YoAzizi,603773,"1,230",6.133130556,200.5501088,0,0,,0,0,0,,0,0,,0,0.973333333,75,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-enID,44969,Multimedia Video ID-ID,24550,AgBayu,603785,60,1.064500278,56.36447566,0,0,,0,0,0,,0,0,,0,0.225,40,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-enID,44969,Multimedia Video ID-ID,24550,LiDjunggara,609866,410,2.096576944,195.5568581,0,0,,0,0,0,,0,0,,0,1,28,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-enID,44969,Multimedia Video ID-ID,24550,ShYanuarista,609898,210,2.533086389,82.90281805,0,0,,0,0,0,,0,0,,0,0.956521739,46,1,0,2020-11-01T00:00
MMFreshnessQueryLabelingV2-idID,44970,Multimedia Video ID-ID,24550,AgBayu,603785,280,4.289605833,65.27406267,0,0,,0,0,0,,0,0,,0,,,1,0,2020-11-01T00:00
PAA - Suggestion Defect - Italian,44977,Crowdsourcing Judge Group ABH it-IT,599,mrossi,33640,7,0.151819167,46.10748533,0,0,,0,7,1,,7,0,,0,,,1,0.42,2020-11-01T00:00
PAA - Suggestion Defect - Italian,44977,Crowdsourcing Judge Group ABH it-IT,599,lucaproietti,427787,130,0.409513889,317.4495506,7,0.571,,4,17,0.529,,9,0,,0,0.275449102,334,1,7.8,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,vivipauli,260267,54,0.377688333,142.9750279,2,0.5,,1,19,0.789,,15,0,,0,0.321428571,56,1,3.24,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,Sandro.Henrique1,520235,21,0.341841389,61.43199941,3,0.333,,1,18,0.556,,10,0,,0,,,1,1.26,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,Alana.Crizel Brauch1,520872,10,0.051925833,192.5823691,1,1,,1,9,0.667,,6,0,,0,,,1,0.6,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AleGon̤alves Da Costa,646651,7,0.040003611,174.9842028,0,0,,0,7,0.857,,6,0,,0,,,1,0.42,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AleCarvalho,646652,55,0.304171944,180.8187803,5,0.8,,4,16,0.75,,12,0,,0,0.25,64,1,3.3,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AlaNardi Crestani,646665,8,0.024060556,332.4944007,1,1,,1,7,0.429,,3,0,,0,,,1,0.48,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AleValla,650022,8,0.273743889,29.22439669,0,0,,0,8,0.75,,6,0,,0,,,1,0.48,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AliSales,650027,15,0.204605,73.3119914,2,0,,0,0,0,,0,0,,0,0.379310345,29,1,0.9,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AliDantas,650038,7,0.189370556,36.96456389,1,0,,0,6,0.5,,3,0,,0,,,1,0.42,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AmaPavan,650540,14,0.161297222,86.79628705,2,0.5,,1,12,0.667,,8,0,,0,,,1,0.84,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AmaNascimento De Araujo,650547,18,0.302628889,59.47878957,2,0.5,,1,12,0.833,,10,0,,0,0.125,8,1,1.08,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,AnaSimoes Oliveira,650597,28,0.202955556,137.9612395,1,0,,0,15,0.6,,9,0,,0,0.35,20,1,1.68,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,FerBocalini,656804,9,0.075071389,119.8858864,0,0,,0,9,1,,9,0,,0,,,1,0.54,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,FraDe Araujo Martins,656881,19,0.153674722,123.6377703,2,0.5,,1,15,0.733,,11,0,,0,0.5,4,1,1.14,2020-11-01T00:00
PAA - Suggestion Defect - Portuguese,44981,Crowdsourcing Judge Group ABH pt-BR,602,GabNogueira De Paula,656953,69,0.441791111,156.182409,5,0.8,,4,22,0.773,,17,0,,0,0.347222222,72,1,4.14,2020-11-01T00:00
PAA - Suggestion Defect - Russian,44982,Crowdsourcing Judge Group ABH ru-RU,603,Tatiana.Akhmedova1,514727,3,0.022178056,135.2688468,0,0,,0,0,0,,0,0,,0,0.333333333,6,1,0.29,2020-11-01T00:00
PAA - Suggestion Defect - Russian,44982,Crowdsourcing Judge Group ABH ru-RU,603,Denis.Kuznetsov1,514735,9,0.054888333,163.9692709,1,1,,1,0,0,,0,0,,0,0.395348837,43,1,0.54,2020-11-01T00:00
PAA - Suggestion Defect - Russian,44982,Crowdsourcing Judge Group ABH ru-RU,603,ElPraporshchikova,643350,9,0.131698889,68.33770638,0,0,,0,0,0,,0,0,,0,0.529411765,17,1,0.54,2020-11-01T00:00
PAA - Suggestion Defect - Russian,44982,Crowdsourcing Judge Group ABH ru-RU,603,KiBashtovoy,643566,1,0.013564444,73.72214941,0,0,,0,0,0,,0,0,,0,0.5,2,1,0.06,2020-11-01T00:00
PAA - Suggestion Defect - Swedish,44983,Crowdsourcing Judge Group ABH sv-SE,3892,Bo.Engborg1,512448,115,0.807347222,142.4418105,10,0.3,,3,0,0,,0,0,,0,0.328358209,201,1,6.9,2020-11-01T00:00
PAA - Suggestion Defect - Swedish,44983,Crowdsourcing Judge Group ABH sv-SE,3892,HadBotoros,606075,5,0.070925833,70.49617558,0,0,,0,0,0,,0,0,,0,0.4,35,1,0.3,2020-11-01T00:00
PAA - Relevance V2 - Italian,44985,Crowdsourcing Judge Group ABH it-IT,599,lucaproietti,427787,18,0.060484167,297.5985451,0,0,,0,18,0.444,,8,0,,0,,,1,1.62,2020-11-01T00:00
PAA - Relevance V2 - Italian,44985,Crowdsourcing Judge Group ABH it-IT,599,Raffaele.Apuzzo1,514693,9,0.037106389,242.5458329,0,0,,0,7,0.857,,6,0,,0,0.5,4,1,0.81,2020-11-01T00:00
PAA - Relevance V2 - Italian,44985,Crowdsourcing Judge Group ABH it-IT,599,Tiziana.Marino1,514702,5,0.024511667,203.9844972,0,0,,0,5,0.8,,4,0,,0,,,1,0.45,2020-11-01T00:00
PAA - Relevance V2 - Italian,44985,Crowdsourcing Judge Group ABH it-IT,599,Antonio.Maione1,515176,15,0.158345556,94.72952965,0,0,,0,15,0.667,,10,0,,0,,,1,1.35,2020-11-01T00:00
PAA - Relevance V2 - Italian,44985,Crowdsourcing Judge Group ABH it-IT,599,Salvatore.Napoli1,517045,80,0.340063056,235.2504887,0,0,,0,16,0.688,,11,0,,0,0.693181818,88,1,7.2,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,guiilherme_custodiio,260825,34,0.140387222,242.1872836,0,0,,0,15,0.667,,10,0,,0,0.642857143,28,1,3.06,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,William Douglas Aires.Da Silva1,520266,118,0.725965556,162.5421469,0,0,,0,30,0.733,,22,0,,0,0.593984962,133,1,10.62,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,Arthur.Machado Fortes1,520312,159,0.630220278,252.2927389,0,0,,0,32,0.688,,22,0,,0,0.554404145,193,1,14.31,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,Alexandre.Julio1,520341,85,0.599023611,141.8975787,0,0,,0,32,0.594,,19,0,,0,0.554216867,83,1,7.65,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,FreBurmestev,623048,30,0.469743611,63.86462592,0,0,,0,12,0.667,,8,0,,0,0.64,25,1,2.7,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,AleGon̤alves Da Costa,646651,14,0.1918525,72.97272644,0,0,,0,10,0.5,,5,0,,0,0.666666667,6,1,1.26,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,AlaNardi Crestani,646665,5,0.021836667,228.9726759,0,0,,0,5,0.4,,2,0,,0,,,1,0.45,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,AleMoreira Santos,649987,78,1.156512778,67.44413162,0,0,,0,46,0.5,,23,0,,0,0.448979592,49,1,7.02,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,AmaYamamoto,650541,33,0.165394722,199.5226907,0,0,,0,14,0.714,,10,0,,0,0.592592593,27,1,2.97,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,AmaVillar Inocencio Christol,650555,5,0.030945,161.5769914,0,0,,0,5,0.8,,4,0,,0,,,1,0.45,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,FabMoreira Da Silva,650740,18,0.180761389,99.57878787,0,0,,0,18,0.5,,9,0,,0,,,1,1.62,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,FraDe Araujo Martins,656881,45,0.174181389,258.3513674,0,0,,0,45,0.511,,23,0,,0,,,1,4.05,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,GabNogueira De Paula,656953,5,0.020859444,239.6995765,0,0,,0,5,0.6,,3,0,,0,,,1,0.45,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,VanGoncalves Rodrigues Maia,656996,3,0.041565,72.17610971,0,0,,0,3,1,,3,0,,0,,,1,0.27,2020-11-01T00:00
PAA - Relevance V2 - Portuguese,44989,Crowdsourcing Judge Group ABH pt-BR,602,VinSchnaider Zolet,660998,3,0.030151944,99.49607083,0,0,,0,3,1,,3,0,,0,,,1,0.27,2020-11-01T00:00
PAA - Relevance V2 - Russian,44990,Crowdsourcing Judge Group ABH ru-RU,603,Denis.Kuznetsov1,514735,23,0.164335,139.9580126,0,0,,0,8,0.75,,6,0,,0,0.833333333,18,1,2.07,2020-11-01T00:00
